epoch,batch,loss,perplexity
0,0,11.494454383850098,98169.84375
0,1,10.966048240661621,57875.4296875
0,2,11.17444133758545,71285.0078125
0,3,11.438475608825684,92825.40625
0,4,10.87702751159668,52945.984375
0,5,11.163517951965332,70510.5703125
0,6,11.60391902923584,109526.1953125
0,7,10.91956901550293,55246.984375
0,8,10.057083129882812,23320.384765625
0,9,10.960121154785156,57533.4140625
0,10,9.935851097106934,20657.859375
0,11,10.0158052444458,22377.365234375
0,12,10.673735618591309,43206.04296875
0,13,10.843209266662598,51185.3828125
0,14,9.810406684875488,18222.396484375
0,15,10.410890579223633,33219.44140625
0,16,10.539815902709961,37790.609375
0,17,10.504631042480469,36484.0703125
0,18,9.701937675476074,16349.255859375
0,19,9.664986610412598,15756.1591796875
0,20,10.740312576293945,46180.484375
0,21,10.199125289916992,26879.6640625
0,22,10.522497177124023,37141.7578125
0,23,9.199888229370117,9896.0234375
0,24,10.421500205993652,33573.765625
1,0,8.673673629760742,5846.939453125
1,1,8.362939834594727,4285.2744140625
1,2,8.864502906799316,7076.27490234375
1,3,8.372397422790527,4325.9951171875
1,4,8.018424987792969,3036.39111328125
1,5,7.885017395019531,2657.17138671875
1,6,6.615050315856934,746.2423095703125
1,7,7.824420928955078,2500.9375
1,8,9.309527397155762,11042.728515625
1,9,8.938103675842285,7616.7392578125
1,10,9.030673027038574,8355.4814453125
1,11,6.509555339813232,671.5277709960938
1,12,8.107117652893066,3318.00048828125
1,13,6.979974269866943,1074.8907470703125
1,14,7.608000755310059,2014.2470703125
1,15,8.068327903747559,3191.760498046875
1,16,7.851131439208984,2568.638916015625
1,17,7.211205005645752,1354.5234375
1,18,8.073443412780762,3208.1298828125
1,19,6.594644069671631,731.1685791015625
1,20,7.448916912078857,1718.0013427734375
1,21,7.941250324249268,2810.872802734375
1,22,6.3784565925598145,589.0178833007812
1,23,6.852993011474609,946.710205078125
1,24,6.2988200187683105,543.9296875
2,0,6.460840702056885,639.5985107421875
2,1,5.694075107574463,297.10186767578125
2,2,5.598719120025635,270.0802307128906
2,3,7.025705814361572,1125.1884765625
2,4,5.979206562042236,395.1267395019531
2,5,6.581998348236084,721.9806518554688
2,6,5.081967830657959,161.0907440185547
2,7,6.277927398681641,532.6834716796875
2,8,5.809395790100098,333.4176025390625
2,9,5.581746578216553,265.53497314453125
2,10,6.215702533721924,500.5475158691406
2,11,5.5410637855529785,254.94906616210938
2,12,6.716482162475586,825.906982421875
2,13,5.043997287750244,155.08871459960938
2,14,6.681497097015381,797.5121459960938
2,15,5.5705389976501465,262.5755920410156
2,16,7.136966705322266,1257.60791015625
2,17,6.3036885261535645,546.5842895507812
2,18,5.8738579750061035,355.6183166503906
2,19,6.661738872528076,781.909423828125
2,20,7.279201030731201,1449.8292236328125
2,21,6.778464317321777,878.71826171875
2,22,6.016875743865967,410.29473876953125
2,23,5.1469879150390625,171.9128875732422
2,24,6.274528980255127,530.8762817382812
3,0,4.322143077850342,75.34993743896484
3,1,5.923536777496338,373.731201171875
3,2,4.917644023895264,136.6802215576172
3,3,4.366476535797119,78.76561737060547
3,4,5.270874500274658,194.5860595703125
3,5,6.169801712036133,478.09130859375
3,6,5.9346747398376465,377.91705322265625
3,7,4.76013708114624,116.76193237304688
3,8,5.6343092918396,279.86553955078125
3,9,6.324769020080566,558.2288818359375
3,10,5.594692230224609,268.9948425292969
3,11,6.413821697235107,610.2213134765625
3,12,5.0924391746521,162.78643798828125
3,13,4.965832710266113,143.4279327392578
3,14,4.6928935050964355,109.1686019897461
3,15,5.6656718254089355,288.78192138671875
3,16,5.5158562660217285,248.60275268554688
3,17,5.923945426940918,373.8839416503906
3,18,6.4466328620910645,630.5755004882812
3,19,5.627868175506592,278.0686950683594
3,20,5.519136905670166,249.419677734375
3,21,6.205976963043213,495.7030029296875
3,22,5.219777584075928,184.89306640625
3,23,6.499538421630859,664.834716796875
3,24,5.930301189422607,376.267822265625
4,0,5.22025728225708,184.98178100585938
4,1,6.209434509277344,497.4198913574219
4,2,5.490500450134277,242.37847900390625
4,3,5.42272424697876,226.4953155517578
4,4,5.046750545501709,155.51629638671875
4,5,5.19761323928833,180.84010314941406
4,6,5.0908894538879395,162.53436279296875
4,7,5.6197710037231445,275.8262023925781
4,8,4.872119426727295,130.597412109375
4,9,5.203541278839111,181.91531372070312
4,10,4.4157938957214355,82.74750518798828
4,11,5.250028133392334,190.57162475585938
4,12,5.289273262023926,198.1993408203125
4,13,5.3439812660217285,209.34451293945312
4,14,5.101935863494873,164.33973693847656
4,15,5.285091876983643,197.372314453125
4,16,4.988190174102783,146.6707305908203
4,17,5.38922643661499,219.03387451171875
4,18,4.779026508331299,118.98845672607422
4,19,4.731271266937256,113.43968200683594
