epoch,batch,loss,perplexity
5,11,4.787310600280762,119.97826385498047
5,12,4.95324182510376,141.6333770751953
5,13,4.713374137878418,111.42749786376953
5,14,5.15609884262085,173.486328125
5,15,5.091047763824463,162.56008911132812
5,16,4.894588947296143,133.56509399414062
5,17,5.140410423278809,170.7858428955078
5,18,5.007687091827393,149.5584259033203
5,19,5.383975028991699,217.88665771484375
5,20,4.894482135772705,133.5508270263672
5,21,5.064038276672363,158.2281951904297
5,22,4.9439191818237305,140.31910705566406
5,23,4.8761115074157715,131.11981201171875
5,24,4.650020122528076,104.58708953857422
6,0,4.8509392738342285,127.86042785644531
6,1,4.311596393585205,74.55941772460938
6,2,4.801774024963379,121.7261734008789
6,3,3.828477621078491,45.99246597290039
6,4,4.742348670959473,114.70328521728516
6,5,4.577116966247559,97.23365783691406
6,6,4.72958517074585,113.24857330322266
6,7,3.9882538318634033,53.9605827331543
6,8,4.754391670227051,116.09300994873047
6,9,5.205037593841553,182.18771362304688
6,10,5.1131591796875,166.19456481933594
6,11,4.4902520179748535,89.14390563964844
6,12,5.1819939613342285,178.03744506835938
6,13,4.564181327819824,95.98397827148438
6,14,5.5158891677856445,248.61093139648438
6,15,5.02232027053833,151.76303100585938
6,16,5.280812740325928,196.529541015625
6,17,4.963123321533203,143.03985595703125
6,18,5.06942892074585,159.0834503173828
6,19,5.292773723602295,198.89434814453125
6,20,4.850729942321777,127.83366394042969
6,21,5.141015529632568,170.88922119140625
6,22,4.730325222015381,113.33241271972656
6,23,5.088358402252197,162.12350463867188
6,24,4.256199836730957,70.5414047241211
7,0,4.468111515045166,87.19190979003906
7,1,4.236905574798584,69.19340515136719
7,2,3.9989850521087646,54.542762756347656
7,3,4.5519819259643555,94.82014465332031
7,4,4.747474670410156,115.29276275634766
7,5,4.976435661315918,144.956787109375
7,6,4.645915508270264,104.15867614746094
7,7,4.929150581359863,138.26202392578125
7,8,5.162306785583496,174.56668090820312
7,9,4.981578826904297,145.70423889160156
7,10,4.082007884979248,59.264347076416016
7,11,4.919991970062256,137.0015106201172
7,12,5.139616966247559,170.650390625
7,13,5.061692237854004,157.857421875
7,14,4.399810314178467,81.4354248046875
7,15,5.0663251876831055,158.59046936035156
7,16,4.817286968231201,123.62922668457031
7,17,4.9753217697143555,144.79541015625
7,18,4.661940574645996,105.84127807617188
7,19,5.298794269561768,200.09539794921875
7,20,4.567721366882324,96.32437133789062
7,21,4.697295188903809,109.65019226074219
7,22,4.962170600891113,142.9036407470703
7,23,4.812663555145264,123.05895233154297
7,24,5.596547603607178,269.494384765625
8,0,4.372348308563232,79.2294692993164
8,1,4.415390491485596,82.7141342163086
8,2,4.448586463928223,85.50598907470703
8,3,4.2922282218933105,73.12923431396484
8,4,4.316152572631836,74.89990234375
8,5,4.206730365753174,67.13666534423828
8,6,4.020511150360107,55.729583740234375
8,7,4.945084571838379,140.48272705078125
8,8,4.565875053405762,96.14669036865234
8,9,4.565189838409424,96.0808334350586
8,10,4.562211990356445,95.7951431274414
8,11,4.81866455078125,123.79965209960938
8,12,4.864643096923828,129.62466430664062
8,13,4.851463794708252,127.9275131225586
8,14,4.020949840545654,55.75403594970703
8,15,5.152644157409668,172.88803100585938
8,16,4.502158164978027,90.21160888671875
8,17,4.918365001678467,136.77879333496094
8,18,5.367171764373779,214.25604248046875
8,19,5.301486492156982,200.63482666015625
8,20,5.114719867706299,166.4541473388672
8,21,5.102911949157715,164.50022888183594
8,22,5.191557884216309,179.74835205078125
8,23,5.182185173034668,178.07150268554688
8,24,5.719544410705566,304.76605224609375
9,0,4.611027240753174,100.5874252319336
9,1,4.618991851806641,101.39176177978516
9,2,4.770498752593994,117.97807312011719
9,3,4.208909511566162,67.28312683105469
9,4,4.720160484313965,112.1862564086914
9,5,4.541392803192139,93.82138061523438
9,6,5.1359429359436035,170.02456665039062
9,7,5.064682483673096,158.33016967773438
9,8,4.480602741241455,88.28787231445312
9,9,4.749432563781738,115.51871490478516
9,10,4.856642246246338,128.59169006347656
9,11,4.895234107971191,133.6512908935547
9,12,4.558444499969482,95.4349136352539
9,13,4.745526313781738,115.06835174560547
9,14,4.198811054229736,66.60709381103516
9,15,4.679251670837402,107.689453125
9,16,4.428437232971191,83.80035400390625
9,17,5.170464038848877,175.99649047851562
9,18,5.093907833099365,163.02569580078125
9,19,5.497227191925049,244.01438903808594
9,20,4.8116774559021,122.93766784667969
9,21,4.997844219207764,148.0935516357422
9,22,5.2020111083984375,181.63717651367188
9,23,4.956196308135986,142.0524444580078
9,24,4.5781636238098145,97.33547973632812
